sample_index,time_s,voltage_mV
10006,20.012,2.45304
10007,20.014,2.45465
10008,20.016,2.47238
10009,20.018,2.4619
10010,20.02,2.46432
10011,20.022,2.46352
10012,20.024,2.45788
10013,20.026,2.47158
10014,20.028,2.46674
10015,20.03,2.47722
10016,20.032,2.47319
10017,20.034,2.47722
10018,20.036,2.46996
10019,20.038,2.47722
10020,20.04,2.47963
10021,20.042,2.47641
10022,20.044,2.47802
10023,20.046,2.45546
10024,20.048,2.46029
10025,20.05,2.46029
10026,20.052,2.45465
10027,20.054,2.45143
10028,20.056,2.46271
10029,20.058,2.45143
10030,20.06,2.44982
10031,20.062,2.44901
10032,20.064,2.44095
10033,20.066,2.44901
10034,20.068,2.45143
10035,20.07,2.45385
10036,20.072,2.45788
10037,20.074,2.45143
10038,20.076,2.44579
10039,20.078,2.45223
10040,20.08,2.45788
10041,20.082,2.45465
10042,20.084,2.47077
10043,20.086,2.46029
10044,20.088,2.47077
10045,20.09,2.45062
10046,20.092,2.44579
10047,20.094,2.45223
10048,20.096,2.45223
10049,20.098,2.4474
10050,20.1,2.43853
10051,20.102,2.45143
10052,20.104,2.44418
10053,20.106,2.43048
10054,20.108,2.43773
10055,20.11,2.44659
10056,20.112,2.44498
10057,20.114,2.44256
10058,20.116,2.44659
10059,20.118,2.43692
10060,20.12,2.43692
10061,20.122,2.44176
10062,20.124,2.44901
10063,20.126,2.44982
10064,20.128,2.44579
10065,20.13,2.44659
10066,20.132,2.45626
10067,20.134,2.44176
10068,20.136,2.45707
10069,20.138,2.45385
10070,20.14,2.45868
10071,20.142,2.45465
10072,20.144,2.44498
10073,20.146,2.43853
10074,20.148,2.43853
10075,20.15,2.44901
10076,20.152,2.42564
10077,20.154,2.42564
10078,20.156,2.43934
10079,20.158,2.43853
10080,20.16,2.45062
10081,20.162,2.43853
10082,20.164,2.43612
10083,20.166,2.43289
10084,20.168,2.42886
10085,20.17,2.43773
10086,20.172,2.43773
10087,20.174,2.44095
10088,20.176,2.44095
10089,20.178,2.44337
10090,20.18,2.44418
10091,20.182,2.4619
10092,20.184,2.44498
10093,20.186,2.44498
10094,20.188,2.44901
10095,20.19,2.44337
10096,20.192,2.43934
10097,20.194,2.42967
10098,20.196,2.43773
10099,20.198,2.44498
10100,20.2,2.43209
10101,20.202,2.43289
10102,20.204,2.43612
10103,20.206,2.43128
10104,20.208,2.42564
10105,20.21,2.41758
10106,20.212,2.41516
10107,20.214,2.41516
10108,20.216,2.42806
10109,20.218,2.43853
10110,20.22,2.44498
10111,20.222,2.43773
10112,20.224,2.44418
10113,20.226,2.44095
10114,20.228,2.44579
10115,20.23,2.45707
10116,20.232,2.44418
10117,20.234,2.43853
10118,20.236,2.44982
10119,20.238,2.43934
10120,20.24,2.42967
10121,20.242,2.43853
10122,20.244,2.42484
10123,20.246,2.41758
10124,20.248,2.42
10125,20.25,2.42484
10126,20.252,2.42161
10127,20.254,2.42161
10128,20.256,2.41516
10129,20.258,2.40791
10130,20.26,2.40549
10131,20.262,2.40872
10132,20.264,2.40549
10133,20.266,2.41597
10134,20.268,2.41436
10135,20.27,2.40227
10136,20.272,2.41114
10137,20.274,2.43128
10138,20.276,2.42322
10139,20.278,2.42242
10140,20.28,2.42725
10141,20.282,2.42645
10142,20.284,2.44982
10143,20.286,2.45143
10144,20.288,2.44256
10145,20.29,2.44982
10146,20.292,2.43451
10147,20.294,2.44176
10148,20.296,2.43289
10149,20.298,2.43773
10150,20.3,2.43853
10151,20.302,2.44176
10152,20.304,2.44982
10153,20.306,2.43853
10154,20.308,2.43048
10155,20.31,2.43451
10156,20.312,2.43209
10157,20.314,2.43128
10158,20.316,2.41516
10159,20.318,2.40872
10160,20.32,2.41275
10161,20.322,2.41275
10162,20.324,2.41114
10163,20.326,2.41758
10164,20.328,2.41275
10165,20.33,2.40147
10166,20.332,2.42
10167,20.334,2.43128
10168,20.336,2.43853
10169,20.338,2.42806
10170,20.34,2.42564
10171,20.342,2.43451
10172,20.344,2.42967
10173,20.346,2.43289
10174,20.348,2.42564
10175,20.35,2.42081
10176,20.352,2.42161
10177,20.354,2.41678
10178,20.356,2.43289
10179,20.358,2.42
10180,20.36,2.41758
10181,20.362,2.42886
10182,20.364,2.42645
10183,20.366,2.42484
10184,20.368,2.42484
10185,20.37,2.42242
10186,20.372,2.42242
10187,20.374,2.42161
10188,20.376,2.43048
10189,20.378,2.42725
10190,20.38,2.43048
10191,20.382,2.42725
10192,20.384,2.42725
10193,20.386,2.42403
10194,20.388,2.42322
10195,20.39,2.42725
10196,20.392,2.42081
10197,20.394,2.43451
10198,20.396,2.43289
10199,20.398,2.42322
10200,20.4,2.41033
10201,20.402,2.42
10202,20.404,2.42
10203,20.406,2.41516
10204,20.408,2.4337
10205,20.41,2.42403
10206,20.412,2.41275
10207,20.414,2.42081
10208,20.416,2.41436
10209,20.418,2.40147
10210,20.42,2.40227
10211,20.422,2.41758
10212,20.424,2.42161
10213,20.426,2.41839
10214,20.428,2.41678
10215,20.43,2.41033
10216,20.432,2.41194
10217,20.434,2.41436
10218,20.436,2.41839
10219,20.438,2.42161
10220,20.44,2.42484
10221,20.442,2.43934
10222,20.444,2.43289
10223,20.446,2.43128
10224,20.448,2.42081
10225,20.45,2.41275
10226,20.452,2.41275
10227,20.454,2.41114
10228,20.456,2.41516
10229,20.458,2.41516
10230,20.46,2.42322
10231,20.462,2.42645
10232,20.464,2.42081
10233,20.466,2.42322
10234,20.468,2.42564
10235,20.47,2.42322
10236,20.472,2.42967
10237,20.474,2.4337
10238,20.476,2.42403
10239,20.478,2.42161
10240,20.48,2.42564
10241,20.482,2.43289
10242,20.484,2.42725
10243,20.486,2.43048
10244,20.488,2.42725
10245,20.49,2.43451
10246,20.492,2.42886
10247,20.494,2.43048
10248,20.496,2.44418
10249,20.498,2.42806
10250,20.5,2.42161
10251,20.502,2.42725
10252,20.504,2.43048
10253,20.506,2.42564
10254,20.508,2.41758
10255,20.51,2.43128
10256,20.512,2.41436
10257,20.514,2.42322
10258,20.516,2.41114
10259,20.518,2.41839
10260,20.52,2.41758
10261,20.522,2.41919
10262,20.524,2.42081
10263,20.526,2.42161
10264,20.528,2.42161
10265,20.53,2.42806
10266,20.532,2.43692
10267,20.534,2.42564
10268,20.536,2.42967
10269,20.538,2.43128
10270,20.54,2.43209
10271,20.542,2.42645
10272,20.544,2.44498
10273,20.546,2.42322
10274,20.548,2.42484
10275,20.55,2.42725
10276,20.552,2.42081
10277,20.554,2.42967
10278,20.556,2.41275
10279,20.558,2.41033
10280,20.56,2.41516
10281,20.562,2.42242
10282,20.564,2.41919
10283,20.566,2.4063
10284,20.568,2.41516
10285,20.57,2.41516
10286,20.572,2.40711
10287,20.574,2.40872
10288,20.576,2.42161
10289,20.578,2.41678
10290,20.58,2.41355
10291,20.582,2.42242
10292,20.584,2.42645
10293,20.586,2.42564
10294,20.588,2.43531
10295,20.59,2.43853
10296,20.592,2.44821
10297,20.594,2.45062
10298,20.596,2.44176
10299,20.598,2.44176
10300,20.6,2.44176
10301,20.602,2.44015
10302,20.604,2.43289
10303,20.606,2.43612
10304,20.608,2.42403
10305,20.61,2.42806
10306,20.612,2.43612
10307,20.614,2.43451
10308,20.616,2.42645
10309,20.618,2.42081
10310,20.62,2.41516
10311,20.622,2.42645
10312,20.624,2.42564
10313,20.626,2.42886
10314,20.628,2.43612
10315,20.63,2.43612
10316,20.632,2.42564
10317,20.634,2.42806
10318,20.636,2.42161
10319,20.638,2.42725
10320,20.64,2.43289
10321,20.642,2.44176
10322,20.644,2.44176
10323,20.646,2.43209
10324,20.648,2.43209
10325,20.65,2.43692
10326,20.652,2.42806
10327,20.654,2.42161
10328,20.656,2.42806
10329,20.658,2.44337
10330,20.66,2.44015
10331,20.662,2.44982
10332,20.664,2.43853
10333,20.666,2.43692
10334,20.668,2.44659
10335,20.67,2.44418
10336,20.672,2.44982
10337,20.674,2.43853
10338,20.676,2.45385
10339,20.678,2.44256
10340,20.68,2.45304
10341,20.682,2.45465
10342,20.684,2.4619
10343,20.686,2.46593
10344,20.688,2.46432
10345,20.69,2.47883
10346,20.692,2.4619
10347,20.694,2.46029
10348,20.696,2.46674
10349,20.698,2.46916
10350,20.7,2.47883
10351,20.702,2.45707
10352,20.704,2.46674
10353,20.706,2.44498
10354,20.708,2.46432
10355,20.71,2.45304
10356,20.712,2.45707
10357,20.714,2.45143
10358,20.716,2.44982
10359,20.718,2.45062
10360,20.72,2.45143
10361,20.722,2.44821
10362,20.724,2.45143
10363,20.726,2.44982
10364,20.728,2.45062
10365,20.73,2.46271
10366,20.732,2.46916
10367,20.734,2.46352
10368,20.736,2.46916
10369,20.738,2.46271
10370,20.74,2.46352
10371,20.742,2.45304
10372,20.744,2.46674
10373,20.746,2.47077
10374,20.748,2.47641
10375,20.75,2.47883
10376,20.752,2.4885
10377,20.754,2.49011
10378,20.756,2.51026
10379,20.758,2.50945
10380,20.76,2.51026
10381,20.762,2.51026
10382,20.764,2.51348
10383,20.766,2.51832
10384,20.768,2.49817
10385,20.77,2.503
10386,20.772,2.51267
10387,20.774,2.51187
10388,20.776,2.52154
10389,20.778,2.52396
10390,20.78,2.52799
10391,20.782,2.52476
10392,20.784,2.5167
10393,20.786,2.52718
10394,20.788,2.5304
10395,20.79,2.52879
10396,20.792,2.52234
10397,20.794,2.52476
10398,20.796,2.5296
10399,20.798,2.52476
10400,20.8,2.52234
10401,20.802,2.52879
10402,20.804,2.51832
10403,20.806,2.50542
10404,20.808,2.50864
10405,20.81,2.51912
10406,20.812,2.52476
10407,20.814,2.51832
10408,20.816,2.52234
10409,20.818,2.51187
10410,20.82,2.51348
10411,20.822,2.50623
10412,20.824,2.503
10413,20.826,2.503
10414,20.828,2.49656
10415,20.83,2.50542
10416,20.832,2.5022
10417,20.834,2.50139
10418,20.836,2.49414
10419,20.838,2.49011
10420,20.84,2.49414
10421,20.842,2.49575
10422,20.844,2.49736
10423,20.846,2.49414
10424,20.848,2.50059
10425,20.85,2.49978
10426,20.852,2.49253
10427,20.854,2.4885
10428,20.856,2.4748
10429,20.858,2.47399
10430,20.86,2.46755
10431,20.862,2.46432
10432,20.864,2.46674
10433,20.866,2.4756
10434,20.868,2.46916
10435,20.87,2.4619
10436,20.872,2.4619
10437,20.874,2.46271
10438,20.876,2.45465
10439,20.878,2.44821
10440,20.88,2.4474
10441,20.882,2.44901
10442,20.884,2.44095
10443,20.886,2.45707
10444,20.888,2.45304
10445,20.89,2.43934
10446,20.892,2.45143
10447,20.894,2.43934
10448,20.896,2.43853
10449,20.898,2.43853
10450,20.9,2.44176
10451,20.902,2.44418
10452,20.904,2.42564
10453,20.906,2.42645
10454,20.908,2.42161
10455,20.91,2.42
10456,20.912,2.41919
10457,20.914,2.41275
10458,20.916,2.41275
10459,20.918,2.43612
10460,20.92,2.43128
10461,20.922,2.42161
10462,20.924,2.41516
10463,20.926,2.40872
10464,20.928,2.41516
10465,20.93,2.42081
10466,20.932,2.40388
10467,20.934,2.41839
10468,20.936,2.41678
10469,20.938,2.39985
10470,20.94,2.40872
10471,20.942,2.40549
10472,20.944,2.42403
10473,20.946,2.42564
10474,20.948,2.40872
10475,20.95,2.39582
10476,20.952,2.40227
10477,20.954,2.40147
10478,20.956,2.39341
10479,20.958,2.39099
10480,20.96,2.39341
10481,20.962,2.39018
10482,20.964,2.39824
10483,20.966,2.38857
10484,20.968,2.40147
10485,20.97,2.41597
10486,20.972,2.38938
10487,20.974,2.39421
10488,20.976,2.39341
10489,20.978,2.38938
10490,20.98,2.38857
10491,20.982,2.38777
10492,20.984,2.39502
10493,20.986,2.39582
10494,20.988,2.3926
10495,20.99,2.39744
10496,20.992,2.41355
10497,20.994,2.41919
10498,20.996,2.4063
10499,20.998,2.39744
10500,21.0,2.38938
10501,21.002,2.39905
10502,21.004,2.4063
10503,21.006,2.40711
10504,21.008,2.40308
10505,21.01,2.38293
10506,21.012,2.39099
10507,21.014,2.39582
10508,21.016,2.38938
10509,21.018,2.38374
10510,21.02,2.38132
10511,21.022,2.37648
10512,21.024,2.3781
10513,21.026,2.37971
10514,21.028,2.39502
10515,21.03,2.39582
10516,21.032,2.39582
10517,21.034,2.39421
10518,21.036,2.40227
10519,21.038,2.41275
10520,21.04,2.40872
10521,21.042,2.42564
10522,21.044,2.40549
10523,21.046,2.4063
10524,21.048,2.41919
10525,21.05,2.41919
10526,21.052,2.42081
10527,21.054,2.41194
10528,21.056,2.41919
10529,21.058,2.41516
10530,21.06,2.41033
10531,21.062,2.40952
10532,21.064,2.41194
10533,21.066,2.40227
10534,21.068,2.39744
10535,21.07,2.39744
10536,21.072,2.39421
10537,21.074,2.39663
10538,21.076,2.40549
10539,21.078,2.39582
10540,21.08,2.38051
10541,21.082,2.38454
10542,21.084,2.40308
10543,21.086,2.3926
10544,21.088,2.39824
10545,21.09,2.41436
10546,21.092,2.38696
10547,21.094,2.3926
10548,21.096,2.40549
10549,21.098,2.40066
10550,21.1,2.40388
10551,21.102,2.42242
10552,21.104,2.42322
10553,21.106,2.40308
10554,21.108,2.40227
10555,21.11,2.38696
10556,21.112,2.39663
10557,21.114,2.39824
10558,21.116,2.39905
10559,21.118,2.4063
10560,21.12,2.41114
10561,21.122,2.40549
10562,21.124,2.4063
10563,21.126,2.40872
10564,21.128,2.41033
10565,21.13,2.41033
10566,21.132,2.41033
10567,21.134,2.41597
10568,21.136,2.42242
10569,21.138,2.42081
10570,21.14,2.42886
10571,21.142,2.42242
10572,21.144,2.42322
10573,21.146,2.42242
10574,21.148,2.42806
10575,21.15,2.42564
10576,21.152,2.43048
10577,21.154,2.44095
10578,21.156,2.45385
10579,21.158,2.46029
10580,21.16,2.4619
10581,21.162,2.45304
10582,21.164,2.44256
10583,21.166,2.42967
10584,21.168,2.44176
10585,21.17,2.44821
10586,21.172,2.45868
10587,21.174,2.46835
10588,21.176,2.46271
10589,21.178,2.4756
10590,21.18,2.50542
10591,21.182,2.52879
10592,21.184,2.56747
10593,21.186,2.56989
10594,21.188,2.60132
10595,21.19,2.62308
10596,21.192,2.65209
10597,21.194,2.68996
10598,21.196,2.7093
10599,21.198,2.75363
10600,21.2,2.81004
10601,21.202,2.84066
10602,21.204,2.90674
10603,21.206,2.96154
10604,21.208,3.01714
10605,21.21,3.08161
10606,21.212,3.10337
10607,21.214,3.14205
10608,21.216,3.19363
10609,21.218,3.22667
10610,21.22,3.24842
10611,21.222,3.26777
10612,21.224,3.29839
10613,21.226,3.3
10614,21.228,3.3
10615,21.23,3.3
10616,21.232,3.29919
10617,21.234,3.29839
10618,21.236,3.27985
10619,21.238,3.26454
10620,21.24,3.24037
10621,21.242,3.2033
10622,21.244,3.1896
10623,21.246,3.1219
10624,21.248,3.03084
10625,21.25,2.92286
10626,21.252,2.8181
10627,21.254,2.72139
10628,21.256,2.62711
10629,21.258,2.52799
10630,21.26,2.42645
10631,21.262,2.32652
10632,21.264,2.24029
10633,21.266,2.14278
10634,21.268,2.0767
10635,21.27,2.03158
10636,21.272,1.97355
10637,21.274,1.91714
10638,21.276,1.89458
10639,21.278,1.85832
10640,21.28,1.7874
10641,21.282,1.77451
10642,21.284,1.7326
10643,21.286,1.69714
10644,21.288,1.65685
10645,21.29,1.64396
10646,21.292,1.61978
10647,21.294,1.61575
10648,21.296,1.64799
10649,21.298,1.66491
10650,21.3,1.68264
10651,21.302,1.73582
10652,21.304,1.76967
10653,21.306,1.82205
10654,21.308,1.87524
10655,21.31,1.9244
10656,21.312,1.97597
10657,21.314,2.02674
10658,21.316,2.0622
10659,21.318,2.09846
10660,21.32,2.16938
10661,21.322,2.20725
10662,21.324,2.27092
10663,21.326,2.31685
10664,21.328,2.35956
10665,21.33,2.39663
10666,21.332,2.43048
10667,21.334,2.43773
10668,21.336,2.43934
10669,21.338,2.44176
10670,21.34,2.45385
10671,21.342,2.45707
10672,21.344,2.45385
10673,21.346,2.47158
10674,21.348,2.48366
10675,21.35,2.49172
10676,21.352,2.4893
10677,21.354,2.48366
10678,21.356,2.48286
10679,21.358,2.49414
10680,21.36,2.50703
10681,21.362,2.51267
10682,21.364,2.49978
10683,21.366,2.50462
10684,21.368,2.50945
10685,21.37,2.49495
10686,21.372,2.49092
10687,21.374,2.49978
10688,21.376,2.50462
10689,21.378,2.51348
10690,21.38,2.50542
10691,21.382,2.49978
10692,21.384,2.49253
10693,21.386,2.49092
10694,21.388,2.48689
10695,21.39,2.47319
10696,21.392,2.48447
10697,21.394,2.49253
10698,21.396,2.51429
10699,21.398,2.50059
10700,21.4,2.50542
10701,21.402,2.49092
10702,21.404,2.50462
10703,21.406,2.50784
10704,21.408,2.50462
10705,21.41,2.49897
10706,21.412,2.50381
10707,21.414,2.49253
10708,21.416,2.49736
10709,21.418,2.49656
10710,21.42,2.50462
10711,21.422,2.49736
10712,21.424,2.49092
10713,21.426,2.49656
10714,21.428,2.49656
10715,21.43,2.49897
10716,21.432,2.51267
10717,21.434,2.503
10718,21.436,2.50542
10719,21.438,2.49333
10720,21.44,2.503
10721,21.442,2.50784
10722,21.444,2.50623
10723,21.446,2.52154
10724,21.448,2.51348
10725,21.45,2.51026
10726,21.452,2.51751
10727,21.454,2.51993
10728,21.456,2.52557
10729,21.458,2.52154
10730,21.46,2.5304
10731,21.462,2.52154
10732,21.464,2.51993
10733,21.466,2.52073
10734,21.468,2.50542
10735,21.47,2.50784
10736,21.472,2.49897
10737,21.474,2.50059
10738,21.476,2.51026
10739,21.478,2.50059
10740,21.48,2.50542
10741,21.482,2.51509
10742,21.484,2.51348
10743,21.486,2.51348
10744,21.488,2.52315
10745,21.49,2.55377
10746,21.492,2.53121
10747,21.494,2.54169
10748,21.496,2.54894
10749,21.498,2.54733
10750,21.5,2.55297
10751,21.502,2.54571
10752,21.504,2.54491
10753,21.506,2.55136
10754,21.508,2.56425
10755,21.51,2.56344
10756,21.512,2.55297
10757,21.514,2.53282
10758,21.516,2.53524
10759,21.518,2.53524
10760,21.52,2.52476
10761,21.522,2.51832
10762,21.524,2.52073
10763,21.526,2.52718
10764,21.528,2.52637
10765,21.53,2.52315
10766,21.532,2.52476
10767,21.534,2.53443
10768,21.536,2.55136
10769,21.538,2.54974
10770,21.54,2.54894
10771,21.542,2.55216
10772,21.544,2.55055
10773,21.546,2.54894
10774,21.548,2.557
10775,21.55,2.55941
10776,21.552,2.55538
10777,21.554,2.55941
10778,21.556,2.54894
10779,21.558,2.55861
10780,21.56,2.57714
10781,21.562,2.55458
10782,21.564,2.54813
10783,21.566,2.54813
10784,21.568,2.55136
10785,21.57,2.54733
10786,21.572,2.54007
10787,21.574,2.53846
10788,21.576,2.5441
10789,21.578,2.54249
10790,21.58,2.54813
10791,21.582,2.55136
10792,21.584,2.56425
10793,21.586,2.54813
10794,21.588,2.56103
10795,21.59,2.56667
10796,21.592,2.56505
10797,21.594,2.56989
10798,21.596,2.56667
10799,21.598,2.57392
10800,21.6,2.57231
10801,21.602,2.58198
10802,21.604,2.59245
10803,21.606,2.57714
10804,21.608,2.59568
10805,21.61,2.59487
10806,21.612,2.58923
10807,21.614,2.58278
10808,21.616,2.58278
10809,21.618,2.58278
10810,21.62,2.57392
10811,21.622,2.57875
10812,21.624,2.58198
10813,21.626,2.58601
10814,21.628,2.59648
10815,21.63,2.60454
10816,21.632,2.58359
10817,21.634,2.58762
10818,21.636,2.58923
10819,21.638,2.58762
10820,21.64,2.60535
10821,21.642,2.60051
10822,21.644,2.5844
10823,21.646,2.60696
10824,21.648,2.61421
10825,21.65,2.60051
10826,21.652,2.6126
10827,21.654,2.61985
10828,21.656,2.61905
10829,21.658,2.60777
10830,21.66,2.62227
10831,21.662,2.61744
10832,21.664,2.60938
10833,21.666,2.60938
10834,21.668,2.60535
10835,21.67,2.60857
10836,21.672,2.61824
10837,21.674,2.6126
10838,21.676,2.61744
10839,21.678,2.61099
10840,21.68,2.62147
10841,21.682,2.61985
10842,21.684,2.63436
10843,21.686,2.63355
10844,21.688,2.63839
10845,21.69,2.63919
10846,21.692,2.64081
10847,21.694,2.65048
10848,21.696,2.64886
10849,21.698,2.64886
10850,21.7,2.67062
10851,21.702,2.63436
10852,21.704,2.63758
10853,21.706,2.64081
10854,21.708,2.65451
10855,21.71,2.65934
10856,21.712,2.65048
10857,21.714,2.64242
10858,21.716,2.63436
10859,21.718,2.63516
10860,21.72,2.65692
10861,21.722,2.64886
10862,21.724,2.65209
10863,21.726,2.64645
10864,21.728,2.63758
10865,21.73,2.65531
10866,21.732,2.65773
10867,21.734,2.64645
10868,21.736,2.64886
10869,21.738,2.63919
10870,21.74,2.66095
10871,21.742,2.66982
10872,21.744,2.66337
10873,21.746,2.66901
10874,21.748,2.68916
10875,21.75,2.67385
10876,21.752,2.67465
10877,21.754,2.68432
10878,21.756,2.6948
10879,21.758,2.69077
10880,21.76,2.69802
10881,21.762,2.70447
10882,21.764,2.69238
10883,21.766,2.68835
10884,21.768,2.69158
10885,21.77,2.68513
10886,21.772,2.67304
10887,21.774,2.68996
10888,21.776,2.70286
10889,21.778,2.68996
10890,21.78,2.69883
10891,21.782,2.69158
10892,21.784,2.69963
10893,21.786,2.70125
10894,21.788,2.69883
10895,21.79,2.7085
10896,21.792,2.71978
10897,21.794,2.73751
10898,21.796,2.72059
10899,21.798,2.72945
10900,21.8,2.74799
10901,21.802,2.73106
10902,21.804,2.71656
10903,21.806,2.73348
10904,21.808,2.73509
10905,21.81,2.74073
10906,21.812,2.74799
10907,21.814,2.72864
10908,21.816,2.7359
10909,21.818,2.73348
10910,21.82,2.73912
10911,21.822,2.7496
10912,21.824,2.7504
10913,21.826,2.75201
10914,21.828,2.76007
10915,21.83,2.75524
10916,21.832,2.7641
10917,21.834,2.74315
10918,21.836,2.73912
10919,21.838,2.7504
10920,21.84,2.75363
10921,21.842,2.76088
10922,21.844,2.76571
10923,21.846,2.75524
10924,21.848,2.76974
10925,21.85,2.76652
10926,21.852,2.74396
10927,21.854,2.74234
10928,21.856,2.75685
10929,21.858,2.74557
10930,21.86,2.76733
10931,21.862,2.7641
10932,21.864,2.7504
10933,21.866,2.7496
10934,21.868,2.76249
10935,21.87,2.75766
10936,21.872,2.75201
10937,21.874,2.7504
10938,21.876,2.7504
10939,21.878,2.7633
10940,21.88,2.75846
10941,21.882,2.7504
10942,21.884,2.76249
10943,21.886,2.76007
10944,21.888,2.76249
10945,21.89,2.7633
10946,21.892,2.7641
10947,21.894,2.7633
10948,21.896,2.77458
10949,21.898,2.75443
10950,21.9,2.7633
10951,21.902,2.76249
10952,21.904,2.76733
10953,21.906,2.77377
10954,21.908,2.77216
10955,21.91,2.77297
10956,21.912,2.78183
10957,21.914,2.76733
10958,21.916,2.76652
10959,21.918,2.75282
10960,21.92,2.75685
10961,21.922,2.75685
10962,21.924,2.76088
10963,21.926,2.76733
10964,21.928,2.78908
10965,21.93,2.78264
10966,21.932,2.77861
10967,21.934,2.77297
10968,21.936,2.76007
10969,21.938,2.77216
10970,21.94,2.77861
10971,21.942,2.77297
10972,21.944,2.77538
10973,21.946,2.77055
10974,21.948,2.75927
10975,21.95,2.76249
10976,21.952,2.777
10977,21.954,2.75363
10978,21.956,2.75201
10979,21.958,2.74799
10980,21.96,2.75443
10981,21.962,2.73832
10982,21.964,2.73993
10983,21.966,2.7367
10984,21.968,2.7367
10985,21.97,2.73187
10986,21.972,2.72864
10987,21.974,2.7222
10988,21.976,2.72381
10989,21.978,2.71172
10990,21.98,2.71575
10991,21.982,2.71011
10992,21.984,2.72784
10993,21.986,2.73026
10994,21.988,2.71575
10995,21.99,2.71333
10996,21.992,2.70769
10997,21.994,2.69319
10998,21.996,2.70366
10999,21.998,2.69722
11000,22.0,2.69399
11001,22.002,2.70286
11002,22.004,2.70125
11003,22.006,2.68996
11004,22.008,2.67626
11005,22.01,2.69238
11006,22.012,2.67868
11007,22.014,2.66982
11008,22.016,2.6537
11009,22.018,2.64725
11010,22.02,2.65209
11011,22.022,2.63839
11012,22.024,2.63436
11013,22.026,2.63839
11014,22.028,2.64081
11015,22.03,2.63194
11016,22.032,2.62388
11017,22.034,2.60938
11018,22.036,2.60857
11019,22.038,2.60374
11020,22.04,2.60615
11021,22.042,2.61018
11022,22.044,2.61018
11023,22.046,2.61179
11024,22.048,2.60293
11025,22.05,2.60051
11026,22.052,2.61018
11027,22.054,2.59568
11028,22.056,2.59326
11029,22.058,2.58762
11030,22.06,2.59326
11031,22.062,2.58278
11032,22.064,2.56747
11033,22.066,2.57714
11034,22.068,2.57473
11035,22.07,2.557
11036,22.072,2.56022
11037,22.074,2.54733
11038,22.076,2.53927
11039,22.078,2.53604
11040,22.08,2.51912
11041,22.082,2.53121
11042,22.084,2.52476
11043,22.086,2.52799
11044,22.088,2.52557
11045,22.09,2.53766
11046,22.092,2.52799
11047,22.094,2.51429
11048,22.096,2.52073
11049,22.098,2.52396
11050,22.1,2.50784
11051,22.102,2.50542
11052,22.104,2.49656
11053,22.106,2.50542
11054,22.108,2.50381
11055,22.11,2.50462
11056,22.112,2.49333
11057,22.114,2.4885
11058,22.116,2.50381
11059,22.118,2.49253
11060,22.12,2.48205
11061,22.122,2.49011
11062,22.124,2.48447
11063,22.126,2.4885
11064,22.128,2.48608
11065,22.13,2.48689
11066,22.132,2.47883
11067,22.134,2.43128
11068,22.136,2.45385
11069,22.138,2.46755
11070,22.14,2.48769
11071,22.142,2.48527
11072,22.144,2.49656
11073,22.146,2.48527
11074,22.148,2.46755
11075,22.15,2.46674
11076,22.152,2.47399
11077,22.154,2.47399
11078,22.156,2.4748
11079,22.158,2.48447
11080,22.16,2.47722
11081,22.162,2.46432
11082,22.164,2.4611
11083,22.166,2.46352
11084,22.168,2.46593
11085,22.17,2.41919
11086,22.172,2.44821
11087,22.174,2.45385
11088,22.176,2.44498
11089,22.178,2.44498
11090,22.18,2.44498
11091,22.182,2.44498
11092,22.184,2.44095
11093,22.186,2.45868
11094,22.188,2.44659
11095,22.19,2.45385
11096,22.192,2.45143
11097,22.194,2.41919
11098,22.196,2.45788
11099,22.198,2.45465
11100,22.2,2.47077
11101,22.202,2.46755
11102,22.204,2.46996
11103,22.206,2.46029
11104,22.208,2.46513
11105,22.21,2.47158
11106,22.212,2.4611
11107,22.214,2.4474
11108,22.216,2.45868
11109,22.218,2.44821
11110,22.22,2.46352
11111,22.222,2.44982
11112,22.224,2.45143
11113,22.226,2.45062
11114,22.228,2.45304
11115,22.23,2.45062
11116,22.232,2.44579
11117,22.234,2.45143
11118,22.236,2.4474
11119,22.238,2.44256
11120,22.24,2.44498
11121,22.242,2.44901
11122,22.244,2.45304
11123,22.246,2.45626
11124,22.248,2.45385
11125,22.25,2.45465
11126,22.252,2.46271
11127,22.254,2.44982
11128,22.256,2.45304
11129,22.258,2.4474
11130,22.26,2.44095
11131,22.262,2.46432
11132,22.264,2.44498
11133,22.266,2.45385
11134,22.268,2.45062
11135,22.27,2.43773
11136,22.272,2.44095
11137,22.274,2.44498
11138,22.276,2.44821
11139,22.278,2.44418
11140,22.28,2.45304
11141,22.282,2.43934
11142,22.284,2.44901
11143,22.286,2.44901
11144,22.288,2.44579
11145,22.29,2.45868
11146,22.292,2.45788
11147,22.294,2.46029
11148,22.296,2.46916
11149,22.298,2.47641
11150,22.3,2.47077
11151,22.302,2.47883
11152,22.304,2.47802
11153,22.306,2.46996
11154,22.308,2.46916
11155,22.31,2.48527
11156,22.312,2.4619
11157,22.314,2.46271
11158,22.316,2.45385
11159,22.318,2.46513
11160,22.32,2.45304
11161,22.322,2.44498
11162,22.324,2.45626
11163,22.326,2.43531
11164,22.328,2.44579
11165,22.33,2.44498
11166,22.332,2.44821
11167,22.334,2.45707
11168,22.336,2.45304
11169,22.338,2.44015
11170,22.34,2.44579
11171,22.342,2.44095
